1.500000	750185364.456529
1.600000	704937279.829052
1.700000	658961036.629492
1.800000	479979094.307531
1.900000	564270786.157825
2.000000	675803291.976625
2.100000	623768439.854474
2.200000	531613652.228867
2.300000	723628534.804918
2.400000	715933709.623710
2.500000	318176606.069395
2.600000	411849525.344087
2.700000	397532422.429924
2.800000	408573976.443589
2.900000	578480947.834987
3.000000	459770417.667732
3.100000	320369804.415217
3.200000	305408041.279221
3.300000	354388146.818660
3.400000	392585751.293187
3.500000	383606711.003565
3.600000	342865106.745733
3.700000	363887813.923097
3.800000	450491903.134644
3.900000	459540621.711912
4.000000	617637457.740152
4.100000	488100651.398032
4.200000	347019932.213306
4.300000	307009183.651484
4.400000	386293157.298175
4.500000	463295113.240572
4.600000	419920424.561508
4.700000	343158883.661259
4.800000	289273550.080666
4.900000	333869232.732658
5.000000	403601126.266436
5.100000	362759838.899126
5.200000	324975304.721407
5.300000	301579669.281352
5.400000	296872190.921728
5.500000	277639227.492432
5.600000	281814048.170234
5.700000	301393358.525521
5.800000	538890702.072035
5.900000	646248346.130046
6.000000	418591163.415601
6.100000	263368919.509704
6.200000	302513545.976801
6.300000	338145055.027363
6.400000	299233651.427074
6.500000	226660865.207552
6.600000	178186358.084345
6.700000	180538679.489952
6.800000	220006001.538299
6.900000	243303090.605657
7.000000	195576989.918184
7.100000	74029338.392009
7.200000	65177531.241836
7.300000	74402671.129991
7.400000	89238566.559827
7.500000	84582575.577503
7.600000	66289919.906586
7.700000	51210760.456535
7.800000	53717400.806005
7.900000	53419323.552520
8.000000	47319024.793577
8.100000	38366198.179531
8.200000	29462200.127949
8.300000	23097552.770206
8.400000	20235952.239039
8.500000	15099300.632408
8.600000	10598993.035451
8.700000	8206603.171658
8.800000	6393121.214915
8.900000	4132761.604760
9.000000	2013412.366733
9.100000	1157319.298660
9.200000	693416.653551
9.300000	555886.786594
9.400000	337163.783509
9.500000	203446.848866
9.600000	138622.157390
9.700000	56535.636512
9.800000	40469.012521
9.900000	34623.334512
10.000000	8432.230991
10.100000	8360.637008
10.200000	13569.008063
10.300000	6651.829215
10.400000	2813.863565
